"","indiv","Block","Col","Row","Population","Family","TempTrt","WaterTrt","LLL_0512","LLL_0515","LLL_0520","LLL_0523","LLL_0526","LLL_0529","LLL_0602","LLL_0605","LLL_0609","LLL_0612","b0_LER","b1_LER","b2_LER","Height_0529","Height_0602","Height_0605","Height_0609","Height_0612","Height_0616","Height_0620","b0_SER","b1_SER","b2_SER","LERstart","LERend","LER_AbsGrowth","LER_RelGrowth","SERstart","SERend","SER_AbsGrowth","ID","Tleaf","Cond","Photo","resPhoto","LeavesDW_g","ShootsDW_g","RootsDW_g","Biomass","NFlwr","NBud","HarvestDate","MinGermDay","MaxGermDay","AvgGermDay","DiedFromStress","PopID"
"167","167","MM5-2","A","6","Redwood Creek","RWD7","Hot","Dry",1.85,5.02,15.99,27.51,35.06,54.91,86.6,104.8,NA,NA,0.705602822789529,0.29147547256199,-0.00550138762993522,1.2,3.1,NA,15.7,19.5,NA,NA,-3.30481940667337,0.277519151802154,-0.00230616125116759,2.02506707362864,92.9642387315655,3.78913215241404,0.159442169443545,1.10965741632765,20.8031256252242,1.40667630063547,"MM5-2 A 6",32.306406402,0.8018585124,14.18443976,0.274781155145847,NA,NA,NA,NA,NA,NA,NA,8,8,8,TRUE,"RWD"
"169","169","MM5-2","C","6","Wawona","191aC2","Hot","Dry",NA,NA,4.22,9.88,16.16,28.32,30.5,31.9,NA,NA,-0.394987528063008,0.300384169206007,-0.00552674891615413,0,0.5,NA,5.2,6,NA,NA,-2.87108065744261,0.179195288503099,-0.000666302767294391,0.673688441396265,37.7439484610206,1.54459416748435,0.167742195218308,-0.017173084968343,6.71878004880716,0.481139509555393,"MM5-2 C 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17,14.5,TRUE,"WNA"
"170","170","MM5-2","D","6","West Fork Mojave River","WFM4","Hot","Dry",2.32,4.73,13.88,22.64,33.11,46.44,64.3,60.4,NA,NA,0.82682134167489,0.260140793927998,-0.0049562122523361,1.4,3.5,NA,23.5,27.5,NA,NA,-3.53804997624433,0.30085243534699,-0.00248378893090924,2.28604063698818,67.7227482238576,2.72652948278623,0.141191699871931,1.35991694028042,29.0077102480219,1.97484237912439,"MM5-2 D 6",30.690180204,1.3631015736,15.434379606,0.0243575812393821,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"WFM"
"171","171","MM5-2","E","6","Whitewater Canyon","WWC12","Hot","Dry",2.01,4.49,14.2,24.55,37.59,54.26,61.9,77.1,NA,NA,0.707897492562741,0.283736655458229,-0.00553441072872431,3.2,7.4,NA,26,34.2,NA,NA,-3.41034277818254,0.337500531269878,-0.00356477865758887,2.0297192694164,75.9258073059515,3.07900366818896,0.150910797968846,2.65810488146104,36.578098772754,2.42285670652092,"MM5-2 E 6",31.927241898,1.2378066796,15.890158918,0.114315952606926,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"WWC"
"172","172","MM5-2","F","6","Cottonwood Creek","364a","Hot","Dry",4.54,8.08,17.73,37.27,52.87,76.68,92.2,80.1,NA,NA,1.3966763822753,0.247265611042659,-0.00484705614737132,4.4,9.9,NA,26.9,33,NA,NA,-3.28821968583464,0.349765799768195,-0.00405542986038481,4.04174440531541,93.6108884594953,3.73204766892416,0.130936263505747,3.41840901782501,37.754698929702,2.45259213656264,"MM5-2 F 6",31.876403426,1.0283627686,12.846037026,0.0186482003749306,2.03,4.72,0.45,7.2,53,13,62,6,7,6.5,FALSE,"CTC"
"173","173","MM5-2","G","6","Cuyamaca Rancho","CUR12","Hot","Dry",1.55,3.37,10.12,18.96,28.84,46.77,43.2,53.9,NA,NA,0.435614130172308,0.28321541952655,-0.00552190508482536,1.3,3.5,NA,17.7,19.9,NA,NA,-3.32051497079055,0.284458391426918,-0.00244610885970396,1.54591215878654,57.5219647175796,2.33233552328305,0.150689697490741,1.2442069856758,22.2658018181204,1.50154248803176,"MM5-2 G 6",31.306443786,0.8793278898,7.349409297,-0.440952061379213,0.29,0.5,0.13,0.92,0,0,62,6,7,6.5,FALSE,"CUR"
"174","174","MM5-2","H","6","Deep Creek","DPC2","Hot","Dry",1.22,4.67,14.97,24.92,41.95,65.33,72.9,79.5,NA,NA,0.394629006247833,0.336845146001526,-0.00706201391936397,2.4,6.2,NA,25.4,32,NA,NA,-3.45963536246549,0.326525134859465,-0.00322310990595775,1.48383359580026,82.3676277598467,3.3701580901686,0.167356811936791,2.1893373480159,34.3477661701043,2.29703063014917,"MM5-2 H 6",31.542039108,0.9637403824,14.032111706,0.147923249066164,NA,NA,NA,NA,NA,NA,NA,9,9,9,TRUE,"DPC"
"175","175","MM5-2","I","6","Grade Road Palomar","GRP4","Hot","Dry",2.9,6.72,20.55,30.56,47.63,68.51,79.2,97.4,NA,NA,1.09300354575465,0.272425493659328,-0.00536788882900756,3.3,7.2,NA,25.1,31.5,NA,NA,-3.35661792768562,0.33440456603466,-0.00357818912844507,2.98322087015889,93.6263094702019,3.77679535833513,0.143596161763147,2.64794150322361,34.5622210156495,2.27959139374471,"MM5-2 I 6",32.755743406,0.6841490766,13.719636474,0.341661645998476,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"GRP"
"176","176","MM5-2","J","6","Hauser Creek","HAU4","Hot","Dry",NA,2.54,12.23,23.56,36.49,52.57,74.5,76.1,NA,NA,0.087916525400861,0.349562772742909,-0.00714271136022396,1.9,5.5,NA,23.7,26.6,NA,NA,-3.41622218884697,0.313860488735752,-0.00299166832452351,1.09189697256183,78.5096327728071,3.22573899167689,0.178137700097534,1.87144094117839,30.1389579387721,2.01910835697098,"MM5-2 J 6",30.15253334,1.8871288582,13.137987686,-0.342038958613331,1.37,3.86,0.27,5.5,3,18,62,6,7,6.5,FALSE,"HAU"
"178","178","MM5-2","M","6","Mill Creek","MIL4","Hot","Dry",1.73,4.33,10.92,18.2,25.28,29.68,31.1,48.1,NA,NA,0.671344026200818,0.239803059211165,-0.00448108631569135,0.6,2.9,NA,14.4,18,NA,NA,-3.35258831496668,0.264911582406219,-0.0019280559111864,1.95686563266195,46.7826182691522,1.86773969318709,0.132256987634573,0.810676310335403,19.2227661918544,1.31514927725135,"MM5-2 M 6",31.958031846,0.659431106,12.155054402,0.243803615512386,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"MIL"
"179","179","MM5-2","N","6","North Fork Middle Tule","NMT4","Hot","Dry",NA,2.08,12.5,21.79,25.36,39.41,45.2,71.9,NA,NA,0.0747334373838913,0.323258746949578,-0.00640871250885917,0,2.9,NA,7.5,9,NA,NA,-3.01488909706607,0.221459598930174,-0.00144040315455437,1.07759686555697,62.8986662425675,2.57587789070877,0.169449646736958,0.396051050895149,10.7767946272001,0.741481684021784,"MM5-2 N 6",36.13601532,0.0161132924,0.1778031286,-1.6383857945154,NA,NA,NA,NA,NA,NA,NA,8,8,8,TRUE,"NMT"
"180","180","MM5-2","A","7","Paradise Creek","PRD4","Hot","Dry",5.74,11.16,22.17,32.17,59.34,82.43,90.7,104.4,NA,NA,1.6837787156105,0.219748195778832,-0.00400595788180176,3.3,8,NA,22.5,28,NA,NA,-3.25802546266136,0.330953891418313,-0.0036559813331803,5.3858692360842,104.616750181056,4.13462003937383,0.123605206615589,2.71215320199279,31.7252552011519,2.07236442851137,"MM5-2 A 7",32.589800264,0.4545589116,10.367253476,0.319527382226818,NA,NA,NA,NA,NA,NA,NA,8,8,8,TRUE,"PRD"
"181","181","MM5-2","B","7","Rainbow Pool","RBW4","Hot","Dry",1.86,3.81,9.49,13.97,26.01,33.02,46.8,61.2,NA,NA,0.616818186779603,0.236290923479485,-0.00386793591013833,0.8,1.6,NA,16,20,NA,NA,-3.44512020060591,0.262507824809223,-0.00172053593998473,1.85302267988853,57.9667323635412,2.33807123681886,0.143460461636165,0.682495208177085,19.8882610756855,1.37184041910774,"MM5-2 B 7",32.642982482,0.6689151864,10.3297572854,0.0720747411758809,0.1675,0.47,0.14,0.7775,0,0,63,6,7,6.5,FALSE,"RBW"
"182","182","MM5-2","C","7","Redwood Creek","RWD1","Hot","Dry",NA,2.5,9.95,17.07,27.96,36.85,63.9,68.8,NA,NA,0.133422999174081,0.307832171922534,-0.00575091093701587,0.6,2.8,NA,22.2,27.5,NA,NA,-3.67440500482474,0.28596362608428,-0.00190748990711024,1.14273327134162,67.280498541875,2.75574021960556,0.169810309434153,0.888366284360143,27.7135633882709,1.9160855074222,"MM5-2 C 7",32.603018952,1.0153424146,13.080072002,0.044744765437609,0.83,2.46,0.2758,3.5658,1,14,63,6,7,6.5,FALSE,"RWD"
"183","183","MM5-2","D","7","Rock Creek","005aN1","Hot","Dry",4.23,5.86,12.99,22.49,29.09,38.21,39.8,54.4,NA,NA,1.31786002793478,0.184776401612446,-0.00301024002695422,0.9,2.8,NA,19.3,22.5,NA,NA,-3.48533926423512,0.281151285389468,-0.00209969449917825,3.73541912543669,55.6229235920738,2.16197935277655,0.112530640965545,0.988580121177753,23.8422086738276,1.63240203947499,"MM5-2 D 7",31.785435675,0.5744377014,7.5481911003,-0.145544727715614,0.07,0.28,0.4,0.75,0,0,62,10,10,10,FALSE,"RCC"
"184","184","MM5-2","E","7","Wawona","183aC2","Hot","Dry",NA,1.96,9.58,16.79,28.72,39.41,45.7,57.3,NA,NA,-0.101947106971634,0.334375657229309,-0.00670640834236335,0.7,2.5,NA,23.4,27.5,NA,NA,-3.68002131703916,0.286590285619552,-0.00191331164193623,0.903077316899781,57.9846001902699,2.37839678639042,0.173421857012588,0.894711291152465,27.9504297730975,1.93255132013893,"MM5-2 E 7",31.588601304,1.0214104814,10.903592382,-0.141013494194471,0.7,1.11,0.2595,2.0695,0,0,63,8,8,8,FALSE,"WNA"
"185","185","MM5-2","F","7","West Fork Mojave River","WFM12","Hot","Dry",1.91,4.44,12.14,18.69,27.23,35.05,50.6,63.7,NA,NA,0.714011926031775,0.247035019609503,-0.00439382524900885,1.1,2.6,NA,24.5,27.6,NA,NA,-3.6229338107959,0.293336268350141,-0.00216680770471611,2.04216787214273,61.0692858513335,2.45946324913295,0.141583213633291,1.090859707069,28.6122552341965,1.9658139662234,"MM5-2 F 7",34.440066528,0.6949947768,13.659748886,0.327360066829799,3.58,4.94,0.52,9.04,0,8,63,6,7,6.5,FALSE,"WFM"
"186","186","MM5-2","G","7","Whitewater Canyon","WWC2","Hot","Dry",3.44,6.46,18.05,29.35,42.12,53.97,76.8,84.8,NA,NA,1.19250478051743,0.24436206499342,-0.00454660073688376,2.9,7,NA,27.1,34.2,NA,NA,-3.45187121862608,0.335672670514215,-0.00345378643571376,3.2953249444165,84.6353743645736,3.38916872583988,0.13524364730821,2.5128226925116,36.8977901345784,2.45606910300477,"MM5-2 G 7",32.058526232,1.0277612844,14.13717235,0.114789764790125,1.13,3.42,0.27,4.82,19,3,63,6,7,6.5,FALSE,"WWC"
"187","187","MM5-2","H","7","Cottonwood Creek","371a","Hot","Dry",3.66,6.49,15.65,30.95,45.85,71.79,88,98.9,NA,NA,1.18191864981774,0.252858347294727,-0.00463170464860298,3.8,9.2,NA,30.5,35,NA,NA,-3.39770928872545,0.350210229800221,-0.00388828007546229,3.26062420122269,97.7738449569453,3.93805086482178,0.141697435728255,3.18770007900106,40.3540632958011,2.65474022977143,"MM5-2 H 7",30.73001404,1.3762158894,15.007863164,-0.00970877027356654,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"CTC"
"188","188","MM5-2","I","7","Cuyamaca Rancho","CUR4","Hot","Dry",1,3.84,12.47,20.5,38.78,50.3,65.7,85,NA,NA,0.205843516637963,0.335241612593677,-0.00675346088843943,1.9,6.2,NA,26.2,34.7,NA,NA,-3.55823556095659,0.325824370651394,-0.00304633710712294,1.22856093960632,78.3862670743403,3.21490442228058,0.173158551271131,2.00532981135284,36.1435438215087,2.43844385786827,"MM5-2 I 7",31.56691932375,1.224709462875,12.08886401125,-0.152385632724086,NA,NA,NA,NA,NA,NA,NA,12,17,14.5,TRUE,"CUR"
"189","189","MM5-2","J","7","Deep Creek","DPC6","Hot","Dry",NA,2.8,6.12,12.69,17.52,23.84,38.1,39.3,NA,NA,0.304002157865127,0.236595776299882,-0.00385836994298664,0.6,4,NA,12.4,13.5,NA,NA,-3.14660231761848,0.260401697301548,-0.00215493912153608,1.35527198058066,42.9432596755593,1.73283282062411,0.143994897668202,0.929863220858534,16.373634578162,1.10312652552168,"MM5-2 J 7",NA,NA,NA,NA,0.0047,0.06,0.0064,0.0711,NA,NA,NA,12,17,14.5,TRUE,"DPC"
"190","190","MM5-2","K","7","Grade Road Palomar","GRP4","Hot","Dry",2.95,5.72,14.66,29.14,43.98,64.61,68,86.7,NA,NA,1.01563835752762,0.263454593485265,-0.00502705970028337,2.1,5.6,NA,21.5,24.5,NA,NA,-3.3268770227723,0.311148628258077,-0.00307206144696203,2.76112542011285,85.0264354821775,3.42772125258603,0.142805160678464,1.92947697258076,27.9763332710178,1.86048973560265,"MM5-2 K 7",34.93223648,0.1535385528,7.5230131766,0.683869281217268,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"GRP"
"191","191","MM5-2","K","6","Little Jameson","LIJ12","Hot","Dry",1.34,3.87,14.08,22.65,38.21,52.33,73.5,98.8,NA,NA,0.396757644806337,0.317727088863018,-0.00618552794089608,1.1,3.9,NA,18.5,22.5,NA,NA,-3.40885262473734,0.288796374695122,-0.00240611720764287,1.486995505294,86.4307645457095,3.53932371001731,0.169274418281512,1.23740759518098,24.3190317055188,1.6486874364527,"MM5-2 K 6",30.886837004,1.1761794828,10.9680138,-0.224168644509107,NA,NA,NA,NA,NA,NA,NA,9,9,9,TRUE,"LIJ"
"194","194","MM5-3","B","1","Mill Creek","MIL7","Hot","Wet",1.51,4.14,11.65,19.53,28.13,37.62,38.8,40.4,NA,NA,0.538468413932443,0.273964733246181,-0.00561630162432543,0.9,4,NA,16.8,19.8,NA,NA,-3.35171031595201,0.281398485556268,-0.00232252003754579,1.71338066162237,48.3580293934961,1.94352703049474,0.13917349426237,1.14010661450259,22.0969593781125,1.49691805454357,"MM5-3 B 1",NA,NA,NA,NA,0.29,0.47,0.0787,0.8387,0,1,54,6,7,6.5,FALSE,"MIL"
"195","195","MM5-3","C","1","North Fork Middle Tule","NMT4","Hot","Wet",NA,2.2,11.25,18.28,31.2,46.61,67.8,92.4,NA,NA,-0.0192306559137412,0.339166485156735,-0.00649769690181859,1,2.6,NA,18.5,23.5,NA,NA,-3.48500806972278,0.280927904095219,-0.002094906869989,0.980953073518883,79.6858135950791,3.27936918839834,0.183221759513089,0.984442889349034,23.7927545481711,1.62916511848729,"MM5-3 C 1",NA,NA,NA,NA,1.66,2.26,0.2142,4.1342,5,12,54,12,17,14.5,FALSE,"NMT"
"196","196","MM5-3","D","1","Paradise Creek","PRD1","Hot","Wet",2.74,6.45,19,29.58,47.68,56.82,91.6,93.2,NA,NA,1.0395833682754,0.272133195835076,-0.00527244823998325,2.2,4.9,NA,24.5,39.1,NA,NA,-3.5915127031339,0.324254345215506,-0.00295488664615769,2.82803851830407,93.1163589026073,3.76201334934597,0.145594438075478,1.90620737851889,36.3646821823956,2.46131962884834,"MM5-3 D 1",NA,NA,NA,NA,2.43,4.27,0.7667,7.4667,9,16,54,6,7,6.5,FALSE,"PRD"
"197","197","MM5-3","E","1","Rainbow Pool","RBW3","Hot","Wet",NA,0.96,9.23,19.11,23.44,35.09,56.9,89.8,NA,NA,-0.786493487653515,0.4038585858135,-0.00806964592803211,0.6,3.5,NA,19.6,21.5,NA,NA,-3.50128835411528,0.280864920646064,-0.00206697606431335,0.455439001078074,70.6682588978901,2.92553416236717,0.210187083540729,0.966114409894523,24.0071100918612,1.64578540585476,"MM5-3 E 1",NA,NA,NA,NA,0.56,0.69,0.1788,1.4288,0,0,54,12,17,14.5,FALSE,"RBW"
"198","198","MM5-3","F","1","Redwood Creek","RWD9","Hot","Wet",0.95,3.47,11.25,16.96,34.28,51.25,70.7,86.7,NA,NA,0.122417984183456,0.331736470618907,-0.00643299744438211,1.6,5.5,NA,24.5,31.3,NA,NA,-3.53837772438158,0.316394386889675,-0.00285376852322632,1.13022641982992,79.7332550085083,3.27512619119493,0.177344531953736,1.76098568862129,33.0345681488912,2.23382731859071,"MM5-3 F 1",NA,NA,NA,NA,1.16,2.72,0.4296,4.3096,7,11,54,6,7,6.5,FALSE,"RWD"
"199","199","MM5-3","G","1","Rock Creek","006aN1","Hot","Wet",NA,4.06,13.49,19.68,33.71,41.26,42.7,58.3,NA,NA,0.716388643598651,0.26080394264543,-0.0050371433883391,1.3,3.9,NA,18.2,21.5,NA,NA,-3.35365103667426,0.289278722709766,-0.00250723004348351,2.04702730085627,58.8086336792486,2.36506693243301,0.139912501325292,1.3152039125291,23.6441930221381,1.5949277935435,"MM5-3 G 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17,14.5,TRUE,"RCC"
"200","200","MM5-3","H","1","Wawona","186aC2","Hot","Wet",2.88,5.26,13.85,27.61,42.2,61.02,80.3,95.5,NA,NA,0.960339571059276,0.263446042075023,-0.00481028712683362,2.2,5.5,NA,28.9,35.4,NA,NA,-3.57659961699612,0.328493450300682,-0.00308015441492709,2.61258348055356,91.1329287188099,3.68834771826068,0.147999151031016,2.05758201432529,37.3467182151841,2.52065258577563,"MM5-3 H 1",NA,NA,NA,NA,2.15,4.41,0.8066,7.3666,15,12,54,6,7,6.5,FALSE,"WNA"
"202","202","MM5-3","J","1","Whitewater Canyon","WWC5","Hot","Wet",1.43,2.12,3.77,6.13,13.24,21.32,25.9,35.7,NA,NA,0.207619325037477,0.190276839957458,-0.00208402406149761,0,1.5,NA,7.9,9.5,NA,NA,-3.10971036908543,0.21263702974305,-0.00107614563646267,1.23074456672003,35.6541526730431,1.4343086710968,0.140260262481516,0.214233541395989,10.5635926323688,0.73923993506949,"MM5-3 J 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"WWC"
"203","203","MM5-3","K","1","Cottonwood Creek","346a","Hot","Wet",1.23,3.23,12.9,21.93,31.97,40.73,69.6,87.7,NA,NA,0.295203982484804,0.312807551348201,-0.00599213045027609,1.1,4.2,NA,25.4,29.9,NA,NA,-3.62371690660032,0.305684370679669,-0.00245990846334969,1.3434003608832,77.5651381407743,3.1759057408288,0.168996420541575,1.36790085870883,31.7376748631266,2.16926957174413,"MM5-3 K 1",NA,NA,NA,NA,2.7746,3.09,0.7946,6.6592,0,8,54,6,7,6.5,FALSE,"CTC"
"204","204","MM5-3","L","1","Cuyamaca Rancho","CUR1","Hot","Wet",NA,0.89,2.94,5.28,8.37,16.34,23.4,29.7,NA,NA,-0.849270318305095,0.280958502630305,-0.00434068550893142,0,1.3,NA,7.6,8.5,NA,NA,-3.06103077870218,0.206958317439044,-0.00101979437987307,0.427726922613794,29.7699320247493,1.22259187925565,0.176782050415951,0.176495426709825,9.74730110282198,0.683628976865154,"MM5-3 L 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,TRUE,"CUR"
"205","205","MM5-3","M","1","Deep Creek","DPC5","Hot","Wet",3.57,5.55,12.64,26.36,37.47,54.38,73.1,88.9,NA,NA,1.12162658244513,0.231866096212513,-0.00390463859543601,1.3,3.9,NA,20.5,25.5,NA,NA,-3.46720536451409,0.296629052208127,-0.00249811448938046,3.0698434979865,84.549829651344,3.39499942305656,0.138154769922049,1.34792846604653,26.871571582032,1.82311736542753,"MM5-3 M 1",NA,NA,NA,NA,2.55,3.5,0.5466,6.5966,9,17,54,8,8,8,FALSE,"DPC"
"206","206","MM5-3","N","1","Grade Road Palomar","GRP1","Hot","Wet",2.58,5.15,14.25,27.57,45.89,68.69,73.9,96.2,NA,NA,0.878217125691563,0.279609989546648,-0.00533784525003176,4.1,9.5,NA,21,24,NA,NA,-3.09085436162654,0.333041139714134,-0.00397712474294685,2.40660520468638,91.3097900022677,3.70429936656589,0.151501703545885,3.14314832084035,29.3077692803364,1.86890149710686,"MM5-3 N 1",NA,NA,NA,NA,4.14,7.89,0.5196,12.5496,70,37,54,8,8,8,FALSE,"GRP"
"207","207","MM5-3","A","2","Hauser Creek","HAU3","Hot","Wet",2.35,5.67,17.54,29.1,47.84,71.4,77.7,87.5,NA,NA,0.874383783444003,0.293685113926955,-0.00594644192057454,2.5,6.4,NA,22,27.8,NA,NA,-3.3397888052921,0.320576414650213,-0.00327585382862913,2.39739752265552,89.8081718244354,3.64211559590749,0.150970507833166,2.20044059827199,30.4999046723341,2.02139029100443,"MM5-3 A 2",NA,NA,NA,NA,2.34,4.16,0.6277,7.1277,33,36,53,6,7,6.5,FALSE,"HAU"
"208","208","MM5-3","B","2","Little Jameson","LIJ3","Hot","Wet",1.87,4.02,8.89,12.09,19.98,30.1,26.4,50.8,NA,NA,0.683146484599691,0.207405925276961,-0.00322846444271168,0,1.5,NA,12.5,15.5,NA,NA,-3.45320264845359,0.235756767730034,-0.00106968431807019,1.98009828942815,44.7590282172865,1.78245541366076,0.129922778651881,0.278290495673969,15.8996096074616,1.11580850798483,"MM5-3 B 2",NA,NA,NA,NA,0.0381,0.075,0.0242,0.1373,0,0,53,10,10,10,FALSE,"LIJ"
"209","209","MM5-3","C","2","Middle Yuba","MYU1","Hot","Wet",NA,1.02,5.95,12.05,18.19,28.53,42.2,57.5,NA,NA,-0.765603040668009,0.360688319757466,-0.00683764310260972,0,2.5,NA,17,21,NA,NA,-3.6348041179738,0.259665402265647,-0.00134484241864114,0.46505340028394,52.0619422304008,2.14987036792153,0.196584885294833,0.478234191436757,21.7014724482902,1.51594558977524,"MM5-3 C 2",33.050776672,0.2434632322,4.2271689676,-0.62031801517107,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,TRUE,"MYU"
"210","210","MM5-3","D","2","Mill Creek","MIL9","Hot","Wet",NA,1.29,6.27,11.32,20.08,31.57,45.7,51.5,NA,NA,-0.566699028526984,0.345439402160186,-0.00654812547741384,0.9,4.8,NA,21.5,23.4,NA,NA,-3.47882149951808,0.2957086192142,-0.00245731430546511,0.567395306532232,52.0459170076532,2.14493840421337,0.188284390702254,1.31188033867883,26.8453684343491,1.82382057826216,"MM5-3 D 2",NA,NA,NA,NA,0.0718,0.1352,0.03,0.237,0,0,53,6,7,6.5,FALSE,"MIL"
"211","211","MM5-3","E","2","North Fork Middle Tule","NMT5","Hot","Wet",NA,2.31,9.29,17.91,21.97,34.52,33,30.5,NA,NA,0.14456423325746,0.297204194844002,-0.00621258572610242,0,1.6,NA,5.5,5.9,NA,NA,-2.80641783957677,0.194130056294243,-0.00112731271897479,1.15553591641601,40.4075048479585,1.63549870548094,0.148102137417544,0.182936305026293,7.40029128984051,0.515525356058158,"MM5-3 E 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17,14.5,TRUE,"NMT"
"212","212","MM5-3","F","2","Paradise Creek","PRD7","Hot","Wet",NA,1.81,10.81,18.7,30.56,51.1,75.4,69.8,NA,NA,-0.269718959728868,0.373591648616333,-0.00761610703279521,1.2,5.4,NA,26,32.5,NA,NA,-3.62845954214424,0.31475199289767,-0.00266837647080814,0.763594064866986,74.4109386705026,3.06863935856815,0.190805079829248,1.5887199792815,34.3232875090479,2.33818339498331,"MM5-3 F 2",31.153129578,1.1429455342,11.55437887,-0.145322601085785,1.79,2.53,0.7634,5.0834,2,6,53,10,10,10,FALSE,"PRD"
"213","213","MM5-3","G","2","Rainbow Pool","RBW1","Hot","Wet",3.29,5.15,12.34,20.27,33.89,39.54,55.8,66.4,NA,NA,1.07960035807288,0.215506503036778,-0.00357002554532323,1.5,5.9,NA,22.5,27.5,NA,NA,-3.45778413462421,0.311547037121037,-0.0028690454887911,2.94350296877644,66.3817199650926,2.64325904151318,0.129825889949021,1.74384809721299,30.2813258535006,2.03839126830626,"MM5-3 G 2",NA,NA,NA,NA,1.02,1.3,0.2874,2.6074,1,5,53,6,7,6.5,FALSE,"RBW"
"214","214","MM5-3","H","2","Redwood Creek","RWD5","Hot","Wet",0.96,4.87,17.67,26.04,45.36,67.16,67.5,96.5,NA,NA,0.285285330904433,0.359220225739089,-0.00770182943736442,2.9,7.9,NA,29,38.5,NA,NA,-3.51399379834108,0.343184082024415,-0.00353200497578415,1.33014150445923,87.3844188481947,3.58559488932231,0.174376319242343,2.66704499063725,40.6981166154313,2.71650511605672,"MM5-3 H 2",NA,NA,NA,NA,2.25,5.19,0.833,8.273,8,23,53,6,7,6.5,FALSE,"RWD"
"215","215","MM5-3","I","2","Rock Creek","004aN1","Hot","Wet",2.81,7.29,18.03,29.7,39.64,50.77,56.4,59.7,NA,NA,1.13646917610301,0.251128849404111,-0.00513532201239489,2.4,5.1,NA,23,28.4,NA,NA,-3.39646989616239,0.316688632393178,-0.00309115548007247,3.11574776407211,67.0619006162482,2.66442303550734,0.127881121106634,1.98587525249371,30.5091283164968,2.03737521885736,"MM5-3 I 2",NA,NA,NA,NA,0.4,0.71,0.16,1.27,9,0,53,11,11,11,FALSE,"RCC"
"216","216","MM5-3","J","2","Wawona","190aC2","Hot","Wet",NA,2.85,9.98,14.93,28.19,38.03,42,69.5,NA,NA,0.313929447493736,0.279155341841975,-0.00505002534340982,1.2,4.5,NA,22.5,25.5,NA,NA,-3.49203055650165,0.300984680539509,-0.00256164923007792,1.36879316135251,60.6332276520176,2.46935143711105,0.157954733600139,1.42151259744179,28.2754602251917,1.91813911626785,"MM5-3 J 2",NA,NA,NA,NA,0.2631,0.4333,0.16,0.8564,0,0,53,6,7,6.5,FALSE,"WNA"
"217","217","MM5-3","K","2","West Fork Mojave River","WFM5","Hot","Wet",NA,1.15,7.42,12.73,24.07,38.11,58.9,65.1,NA,NA,-0.721241359122483,0.383728856884712,-0.00753316658059736,0,3.2,NA,25,26,NA,NA,-3.81815166445825,0.279633349222723,-0.00152322210373491,0.486148396487423,63.3799303722751,2.62057424899115,0.202932858950375,0.641161272671167,28.5672023931906,1.99471722289425,"MM5-3 K 2",NA,NA,NA,NA,0.46,0.82,0.23,1.51,0,6,53,6,7,6.5,FALSE,"WFM"
"218","218","MM5-3","L","2","Whitewater Canyon","WWC3","Hot","Wet",3.29,7.41,14.42,31.23,39.64,52.37,65.6,70.9,NA,NA,1.20484181561161,0.23761334449607,-0.00449168032194698,2.2,5.3,NA,24.5,31,NA,NA,-3.47114834945339,0.320012611074486,-0.00304916477433085,3.33623129661794,75.2152661807934,2.99495978684064,0.129813016769343,1.96790827159662,32.7505004623856,2.19875658505635,"MM5-3 L 2",NA,NA,NA,NA,1.64,3.12,0.45,5.21,4,11,53,8,8,8,FALSE,"WWC"
"219","219","MM5-3","M","2","Cottonwood Creek","356a","Hot","Wet",NA,2.15,11.6,22.57,35.13,59.51,72.7,82.3,NA,NA,-0.11165555764058,0.370822008208461,-0.00761949541407373,2.5,7.3,NA,23.4,28.9,NA,NA,-3.36047544786667,0.326085842153964,-0.00337361300886179,0.894352257254873,81.3892565478298,3.35395434544062,0.187954118270692,2.34681688046629,32.3195248632334,2.1409077130548,"MM5-3 M 2",NA,NA,NA,NA,1.98,2.65,0.5709,5.2009,0,3,53,9,9,9,FALSE,"CTC"
"220","220","MM5-3","N","2","Cuyamaca Rancho","CUR3","Hot","Wet",5.62,9.44,24.76,40.9,63.11,81.03,94.7,99.6,NA,NA,1.61573381450717,0.240070523080065,-0.0047315186910256,3.9,8.1,NA,22.5,25.2,NA,NA,-3.16432716548704,0.331505562963465,-0.00382124212741141,5.03157881461653,104.801868654217,4.15709540998335,0.126514074495451,2.92328153573311,30.1910627025215,1.9476986547706,"MM5-3 N 2",NA,NA,NA,NA,1.97,5.36,0.3058,7.6358,66,8,53,6,7,6.5,FALSE,"CUR"
